id_registro,fecha_movimiento,personal_rol,personal_especialidad,area_nombre,cama_serie,cama_tipo,cama_tiene_sabana,cama_esta_ocupada
REG-100065,2026-05-01 08:37:55,administrativo,talento humano,uci pediatria,,camilla,True,False
REG-100066,2026-05-01 08:38:30,finanzas,contabilidad,area administrativa,CAM-393,cuna pediatrica,False,False
REG-100067,2026-05-01 08:39:05,finanzas,tesoreria,finanzas,CAM-654,cama uci electrica,False,False
REG-100068,2026-05-01 08:39:40,medico,,piso 3 - hospitalizacion,CAM-160,cuna pediatrica,False,True
REG-100069,2026-05-01 08:40:15,finanzas,tesoreria,sala de operaciones,CAM-486,hospitalaria estandar,False,False
REG-100070,2026-05-01 08:40:50,administrativo,facturacion,finanzas,CAM-108,camilla de transporte,True,False
REG-100071,2026-05-01 08:41:25,medico,urgenciologo,urgencias,CAM-562,camilla,True,False
REG-100072,2026-05-01 08:42:00,medico,cirujano general,pasillo urgencias,CAM-577,cuna pediatrica,False,False
REG-100073,2026-05-01 08:42:35,medico,anestesiologo,finanzas,CAM-264,camilla de transporte,False,False
REG-100074,2026-05-01 08:43:10,administrativo,talento humano,pasillo urgencias,CAM-532,camilla,True,False
REG-100075,2026-05-01 08:43:45,administrativo,admitido,piso 3 - hospitalizacion,CAM-434,cama uci electrica,False,False
REG-100076,2026-05-01 08:44:20,administrativo,auditoria medica,sala de operaciones,CAM-352,hospitalaria estandar,False,False
REG-100077,2026-05-01 08:44:55,finanzas,tesoreria,urgencias,CAM-250,camilla de transporte,False,True
REG-100078,2026-05-01 08:45:30,medico,anestesiologo,urgencias,CAM-762,cuna pediatrica,False,False
REG-100079,2026-05-01 08:46:05,administrativo,admitido,uci adultos,CAM-584,cuna pediatrica,False,False
REG-100080,2026-05-01 08:46:40,finanzas,contabilidad,piso 3 - hospitalizacion,CAM-137,hospitalaria estandar,False,False
REG-100081,2026-05-01 08:47:15,medico,cirujano general,atencion prioritaria,CAM-899,hospitalaria estandar,False,False
REG-100082,2026-05-01 08:47:50,medico,anestesiologo,uci adultos,CAM-265,camilla de transporte,False,False
REG-100083,2026-05-01 08:48:25,medico,cirujano general,atencion prioritaria,CAM-829,cuna pediatrica,False,False
REG-100084,2026-05-01 08:49:00,medico,,uci adultos,CAM-176,cuna pediatrica,False,False
REG-100085,2026-05-01 08:49:35,administrativo,facturacion,atencion prioritaria,CAM-337,cuna pediatrica,True,False
REG-100086,2026-05-01 08:50:10,medico,cirujano general,sala de operaciones,CAM-521,hospitalaria estandar,False,False
REG-100087,2026-05-01 08:50:45,finanzas,contabilidad,urgencias,CAM-504,hospitalaria estandar,False,False
REG-100088,2026-05-01 08:51:20,administrativo,admitido,atencion prioritaria,CAM-112,cama uci electrica,True,True
REG-100089,2026-05-01 08:51:55,finanzas,tesoreria,piso 3 - hospitalizacion,CAM-742,cama uci electrica,False,False
REG-100090,2026-05-01 08:52:30,medico,anestesiologo,atencion prioritaria,CAM-804,camilla,False,True
REG-100091,2026-05-01 08:53:05,administrativo,admitido,pasillo urgencias,CAM-851,cuna pediatrica,True,True
REG-100092,2026-05-01 08:53:40,finanzas,contabilidad,sala de operaciones,CAM-947,cuna pediatrica,False,False
REG-100093,2026-05-01 08:54:15,finanzas,contabilidad,atencion prioritaria,CAM-502,hospitalaria estandar,True,False
REG-100094,2026-05-01 08:54:50,administrativo,admitido,uci adultos,CAM-515,hospitalaria estandar,False,False
REG-100095,2026-05-01 08:55:25,finanzas,contabilidad,area administrativa,CAM-510,cama uci electrica,False,False
REG-100096,2026-05-01 08:56:00,medico,cirujano general,piso 3 - hospitalizacion,CAM-483,hospitalaria estandar,False,False
REG-100097,2026-05-01 08:56:35,medico,anestesiologo,urgencias,CAM-687,camilla,False,False
REG-100098,2026-05-01 08:57:10,medico,pediatra,urgencias,CAM-705,cuna pediatrica,False,False
REG-100099,2026-05-01 08:57:45,medico,cirujano,atencion prioritaria,CAM-291,camilla de transporte,False,False
REG-100100,2026-05-01 08:58:20,finanzas,contabilidad,uci adultos,CAM-620,cama uci electrica,False,False
REG-100101,2026-05-01 08:58:55,finanzas,contabilidad,uci adultos,CAM-195,camilla de transporte,False,False
REG-100102,2026-05-01 08:59:30,administrativo,facturacion,atencion prioritaria,CAM-842,cuna pediatrica,True,False
REG-100103,2026-05-01 09:00:05,administrativo,auditoria medica,sala de operaciones,CAM-716,camilla,True,False
REG-100104,2026-05-01 09:00:40,medico,anestesiologo,sala de operaciones,,camilla,False,False
REG-100105,2026-05-01 09:01:15,administrativo,talento humano,urgencias,CAM-365,camilla de transporte,True,False
REG-100106,2026-05-01 09:01:50,finanzas,,atencion prioritaria,CAM-934,camilla de transporte,False,True
REG-100107,2026-05-01 09:02:25,administrativo,talento humano,pasillo urgencias,CAM-716,cuna pediatrica,False,False
REG-100108,2026-05-01 09:03:00,medico,cirujano,sala de operaciones,CAM-634,camilla de transporte,True,False
REG-100109,2026-05-01 09:03:35,medico,urgenciologo,urgencias,CAM-814,camilla,False,False
REG-100110,2026-05-01 09:04:10,administrativo,facturacion,sala de operaciones,,cama uci electrica,False,False
REG-100111,2026-05-01 09:04:45,administrativo,facturacion,piso 3 - hospitalizacion,CAM-647,camilla de transporte,False,False
REG-100112,2026-05-01 09:05:20,medico,,urgencias,CAM-903,cuna pediatrica,False,False
REG-100113,2026-05-01 09:05:55,medico,pediatra,atencion prioritaria,CAM-380,hospitalaria estandar,False,False
REG-100114,2026-05-01 09:06:30,administrativo,auditoria medica,atencion prioritaria,CAM-762,,False,False
REG-100115,2026-05-01 09:07:05,administrativo,facturacion,uci pediatria,CAM-746,camilla de transporte,False,False
REG-100116,2026-05-01 09:07:40,finanzas,costos e insumos,sala de operaciones,CAM-478,camilla de transporte,False,False
REG-100117,2026-05-01 09:08:15,administrativo,facturacion,area administrativa,,cuna pediatrica,True,False
REG-100118,2026-05-01 09:08:50,administrativo,talento humano,pasillo urgencias,CAM-211,hospitalaria estandar,False,False
REG-100119,2026-05-01 09:09:25,medico,anestesiologo,uci adultos,CAM-754,cuna pediatrica,False,False
REG-100120,2026-05-01 09:10:00,administrativo,talento humano,sala de operaciones,CAM-715,cama uci electrica,True,False
REG-100121,2026-05-01 09:10:35,medico,urgenciologo,piso 3 - hospitalizacion,CAM-477,camilla de transporte,False,False
REG-100122,2026-05-01 09:11:10,medico,pediatra,sala de operaciones,CAM-164,hospitalaria estandar,False,True
REG-100123,2026-05-01 09:11:45,medico,cirujano,urgencias,CAM-200,camilla de transporte,False,True
REG-100124,2026-05-01 09:12:20,medico,cirujano general,atencion prioritaria,CAM-136,hospitalaria estandar,False,False
REG-100125,2026-05-01 09:12:55,medico,cirujano general,uci adultos,CAM-682,camilla,False,True
REG-100126,2026-05-01 09:13:30,administrativo,talento humano,pasillo urgencias,CAM-200,hospitalaria estandar,True,False
REG-100127,2026-05-01 09:14:05,medico,urgenciologo,area administrativa,CAM-574,camilla,False,True
REG-100128,2026-05-01 09:14:40,medico,urgenciologo,sala de operaciones,CAM-442,camilla,True,False
REG-100129,2026-05-01 09:15:15,administrativo,admitido,finanzas,CAM-632,camilla,False,False
REG-100130,2026-05-01 09:15:50,administrativo,admitido,atencion prioritaria,,cama uci electrica,False,False
REG-100131,2026-05-01 09:16:25,finanzas,contabilidad,uci adultos,CAM-473,cuna pediatrica,False,False
REG-100132,2026-05-01 09:17:00,finanzas,costos e insumos,sala de operaciones,CAM-749,hospitalaria estandar,False,False
REG-100133,2026-05-01 09:17:35,finanzas,contabilidad,sala de operaciones,CAM-679,cama uci electrica,False,True
REG-100134,2026-05-01 09:18:10,finanzas,tesoreria,piso 3 - hospitalizacion,CAM-250,hospitalaria estandar,False,False
REG-100135,2026-05-01 09:18:45,finanzas,contabilidad,uci pediatria,CAM-357,cama uci electrica,True,True
REG-100136,2026-05-01 09:19:20,administrativo,,pasillo urgencias,CAM-581,camilla,True,False
REG-100137,2026-05-01 09:19:55,administrativo,auditoria medica,pasillo urgencias,CAM-948,cama uci electrica,False,False
REG-100138,2026-05-01 09:20:30,medico,anestesiologo,sala de operaciones,CAM-881,cama uci electrica,False,False
REG-100139,2026-05-01 09:21:05,finanzas,contabilidad,sala de operaciones,CAM-104,cama uci electrica,False,False
REG-100140,2026-05-01 09:21:40,medico,cirujano,pasillo urgencias,CAM-939,cama uci electrica,False,True
REG-100141,2026-05-01 09:22:15,medico,cirujano general,sala de operaciones,CAM-169,,True,False
REG-100142,2026-05-01 09:22:50,medico,cirujano general,pasillo urgencias,CAM-661,camilla,False,False
REG-100143,2026-05-01 09:23:25,administrativo,facturacion,urgencias,CAM-136,hospitalaria estandar,False,False
REG-100144,2026-05-01 09:24:00,finanzas,anestesiologo,sala de operaciones,,cuna pediatrica,False,False
REG-100145,2026-05-01 09:24:35,medico,cirujano general,finanzas,CAM-135,hospitalaria estandar,False,False
REG-100146,2026-05-01 09:25:10,administrativo,talento humano,uci pediatria,CAM-322,cama uci electrica,False,True
REG-100147,2026-05-01 09:25:45,medico,urgenciologo,uci pediatria,CAM-681,camilla,True,True
REG-100148,2026-05-01 09:26:20,medico,anestesiologo,atencion prioritaria,CAM-280,camilla de transporte,False,False
REG-100149,2026-05-01 09:26:55,administrativo,talento humano,pasillo urgencias,CAM-122,camilla de transporte,True,False
REG-100150,2026-05-01 09:27:30,finanzas,costos e insumos,sala de operaciones,CAM-539,camilla de transporte,True,True
REG-100151,2026-05-01 09:28:05,medico,cirujano general,uci adultos,CAM-130,hospitalaria estandar,False,True
REG-100152,2026-05-01 09:28:40,administrativo,auditoria medica,uci adultos,CAM-904,camilla de transporte,False,False
REG-100153,2026-05-01 09:29:15,medico,cirujano,finanzas,CAM-364,cama uci electrica,False,False
REG-100154,2026-05-01 09:29:50,administrativo,talento humano,piso 3 - hospitalizacion,CAM-271,cama uci electrica,False,True
REG-100155,2026-05-01 09:30:25,finanzas,costos e insumos,urgencias,CAM-935,camilla,False,True
REG-100156,2026-05-01 09:31:00,administrativo,facturacion,uci pediatria,CAM-738,cuna pediatrica,False,True
REG-100157,2026-05-01 09:31:35,medico,cirujano general,pasillo urgencias,CAM-463,camilla de transporte,False,False
REG-100158,2026-05-01 09:32:10,finanzas,contabilidad,sala de operaciones,CAM-381,cama uci electrica,False,False
REG-100159,2026-05-01 09:32:45,finanzas,contabilidad,sala de operaciones,CAM-598,camilla de transporte,False,False
REG-100160,2026-05-01 09:33:20,medico,pediatra,atencion prioritaria,CAM-644,camilla,False,True
REG-100161,2026-05-01 09:33:55,medico,cirujano general,sala de operaciones,CAM-132,cuna pediatrica,True,False
REG-100162,2026-05-01 09:34:30,medico,cirujano general,uci adultos,CAM-705,camilla de transporte,False,True
REG-100163,2026-05-01 09:35:05,medico,urgenciologo,sala de operaciones,CAM-216,camilla,False,False
REG-100164,2026-05-01 09:35:40,administrativo,auditoria medica,sala de operaciones,CAM-500,camilla de transporte,False,True
REG-100165,2026-05-01 09:36:15,finanzas,costos e insumos,atencion prioritaria,CAM-626,camilla de transporte,False,True
REG-100166,2026-05-01 09:36:50,administrativo,facturacion,uci adultos,CAM-211,cama uci electrica,True,False
REG-100167,2026-05-01 09:37:25,administrativo,facturacion,area administrativa,,camilla,True,False
REG-100168,2026-05-01 09:38:00,finanzas,contabilidad,sala de operaciones,,camilla,True,True
REG-100169,2026-05-01 09:38:35,medico,urgenciologo,atencion prioritaria,CAM-281,cama uci electrica,False,False
REG-100170,2026-05-01 09:39:10,medico,cirujano,area administrativa,,cama uci electrica,False,True
REG-100171,2026-05-01 09:39:45,administrativo,facturacion,area administrativa,CAM-620,camilla,True,False
REG-100172,2026-05-01 09:40:20,finanzas,contabilidad,atencion prioritaria,CAM-901,hospitalaria estandar,False,False
REG-100173,2026-05-01 09:40:55,finanzas,tesoreria,area administrativa,CAM-914,camilla de transporte,False,True
REG-100174,2026-05-01 09:41:30,administrativo,talento humano,uci adultos,CAM-675,camilla,False,False
REG-100175,2026-05-01 09:42:05,administrativo,talento humano,atencion prioritaria,CAM-848,camilla,True,False
REG-100176,2026-05-01 09:42:40,administrativo,facturacion,area administrativa,CAM-852,camilla de transporte,True,True
REG-100177,2026-05-01 09:43:15,medico,anestesiologo,uci adultos,CAM-371,camilla de transporte,True,True
REG-100178,2026-05-01 09:43:50,administrativo,auditoria medica,piso 3 - hospitalizacion,CAM-294,cuna pediatrica,False,False
REG-100179,2026-05-01 09:44:25,finanzas,costos e insumos,uci pediatria,CAM-175,camilla de transporte,True,False
REG-100180,2026-05-01 09:45:00,administrativo,facturacion,finanzas,CAM-111,camilla de transporte,False,False
REG-100181,2026-05-01 09:45:35,administrativo,auditoria medica,uci pediatria,CAM-889,cama uci electrica,True,False
REG-100182,2026-05-01 09:46:10,administrativo,talento humano,pasillo urgencias,CAM-560,hospitalaria estandar,False,False
REG-100183,2026-05-01 09:46:45,administrativo,admitido,atencion prioritaria,CAM-413,cuna pediatrica,False,True
REG-100184,2026-05-01 09:47:20,finanzas,costos e insumos,atencion prioritaria,CAM-363,hospitalaria estandar,False,False
REG-100185,2026-05-01 09:47:55,administrativo,facturacion,area administrativa,CAM-756,camilla de transporte,False,False
REG-100186,2026-05-01 09:48:30,administrativo,,urgencias,CAM-598,hospitalaria estandar,True,False
REG-100187,2026-05-01 09:49:05,administrativo,facturacion,piso 3 - hospitalizacion,CAM-849,hospitalaria estandar,False,False
REG-100188,2026-05-01 09:49:40,finanzas,contabilidad,atencion prioritaria,CAM-780,hospitalaria estandar,False,False
REG-100189,2026-05-01 09:50:15,medico,urgenciologo,uci adultos,,camilla de transporte,False,True
REG-100190,2026-05-01 09:50:50,finanzas,contabilidad,uci adultos,CAM-925,cama uci electrica,False,False
REG-100191,2026-05-01 09:51:25,administrativo,facturacion,pasillo urgencias,CAM-514,cama uci electrica,False,True
REG-100192,2026-05-01 09:52:00,administrativo,facturacion,uci pediatria,CAM-830,camilla de transporte,False,False
REG-100193,2026-05-01 09:52:35,finanzas,tesoreria,sala de operaciones,CAM-457,hospitalaria estandar,True,True
REG-100194,2026-05-01 09:53:10,administrativo,auditoria medica,atencion prioritaria,CAM-490,camilla,False,False
REG-100195,2026-05-01 09:53:45,medico,pediatra,sala de operaciones,,cama uci electrica,False,False
REG-100196,2026-05-01 09:54:20,finanzas,contabilidad,urgencias,CAM-225,camilla de transporte,False,False
REG-100197,2026-05-01 09:54:55,administrativo,,pasillo urgencias,CAM-966,camilla de transporte,False,False
REG-100198,2026-05-01 09:55:30,administrativo,facturacion,area administrativa,CAM-636,cama uci electrica,False,False
REG-100199,2026-05-01 09:56:05,medico,pediatra,sala de operaciones,CAM-733,hospitalaria estandar,False,False
REG-100200,2026-05-01 09:56:40,finanzas,contabilidad,sala de operaciones,CAM-493,cuna pediatrica,True,False
REG-100201,2026-05-01 09:57:15,medico,urgenciologo,atencion prioritaria,CAM-643,camilla de transporte,False,False
REG-100202,2026-05-01 09:57:50,medico,cirujano,urgencias,CAM-147,camilla de transporte,False,False
REG-100203,2026-05-01 09:58:25,finanzas,tesoreria,urgencias,CAM-826,camilla de transporte,False,False
REG-100204,2026-05-01 09:59:00,finanzas,contabilidad,urgencias,CAM-884,camilla,False,False
REG-100205,2026-05-01 09:59:35,administrativo,facturacion,uci adultos,CAM-640,cuna pediatrica,False,True
REG-100206,2026-05-01 10:00:10,finanzas,anestesiologo,sala de operaciones,CAM-290,hospitalaria estandar,False,False
REG-100207,2026-05-01 10:00:45,administrativo,admitido,atencion prioritaria,CAM-229,cama uci electrica,False,False
REG-100208,2026-05-01 10:01:20,administrativo,admitido,sala de operaciones,CAM-578,cuna pediatrica,False,False
REG-100209,2026-05-01 10:01:55,medico,cirujano,urgencias,,camilla,True,False
REG-100210,2026-05-01 10:02:30,finanzas,tesoreria,urgencias,CAM-910,hospitalaria estandar,False,False
REG-100211,2026-05-01 10:03:05,administrativo,facturacion,uci pediatria,CAM-931,hospitalaria estandar,False,False
REG-100212,2026-05-01 10:03:40,finanzas,costos e insumos,sala de operaciones,CAM-648,hospitalaria estandar,False,True
REG-100213,2026-05-01 10:04:15,finanzas,costos e insumos,uci adultos,CAM-227,cuna pediatrica,False,False
REG-100214,2026-05-01 10:04:50,finanzas,pediatra,sala de operaciones,CAM-837,camilla,False,False
REG-100215,2026-05-01 10:05:25,finanzas,contabilidad,urgencias,CAM-760,camilla de transporte,False,False
REG-100216,2026-05-01 10:06:00,administrativo,admitido,piso 3 - hospitalizacion,CAM-778,camilla de transporte,False,False
REG-100217,2026-05-01 10:06:35,finanzas,contabilidad,atencion prioritaria,CAM-798,hospitalaria estandar,False,False
REG-100218,2026-05-01 10:07:10,administrativo,talento humano,finanzas,,camilla de transporte,False,False
REG-100219,2026-05-01 10:07:45,administrativo,facturacion,piso 3 - hospitalizacion,CAM-360,hospitalaria estandar,False,False
REG-100220,2026-05-01 10:08:20,finanzas,costos e insumos,atencion prioritaria,CAM-778,cuna pediatrica,False,False
REG-100221,2026-05-01 10:08:55,administrativo,facturacion,uci adultos,CAM-181,cama uci electrica,False,False
REG-100222,2026-05-01 10:09:30,medico,cirujano,finanzas,CAM-554,hospitalaria estandar,False,False
REG-100223,2026-05-01 10:10:05,medico,cirujano general,urgencias,CAM-160,hospitalaria estandar,False,False
REG-100224,2026-05-01 10:10:40,medico,cirujano,finanzas,CAM-857,cama uci electrica,False,False
REG-100225,2026-05-01 10:11:15,finanzas,costos e insumos,sala de operaciones,CAM-195,hospitalaria estandar,False,False
REG-100226,2026-05-01 10:11:50,finanzas,tesoreria,piso 3 - hospitalizacion,,camilla de transporte,True,False
REG-100227,2026-05-01 10:12:25,administrativo,talento humano,sala de operaciones,CAM-401,camilla de transporte,False,True
REG-100228,2026-05-01 10:13:00,administrativo,facturacion,atencion prioritaria,CAM-373,cuna pediatrica,False,False
REG-100229,2026-05-01 10:13:35,medico,anestesiologo,piso 3 - hospitalizacion,CAM-906,cuna pediatrica,True,False
REG-100230,2026-05-01 10:14:10,administrativo,auditoria medica,sala de operaciones,CAM-178,camilla,False,False
REG-100231,2026-05-01 10:14:45,medico,cirujano,urgencias,,hospitalaria estandar,False,False
REG-100232,2026-05-01 10:15:20,administrativo,facturacion,piso 3 - hospitalizacion,CAM-334,cuna pediatrica,True,False
REG-100233,2026-05-01 10:15:55,finanzas,costos e insumos,finanzas,CAM-678,camilla,True,False
REG-100234,2026-05-01 10:16:30,administrativo,auditoria medica,pasillo urgencias,CAM-568,camilla,False,False
REG-100235,2026-05-01 10:17:05,administrativo,admitido,finanzas,CAM-881,camilla,True,True
REG-100236,2026-05-01 10:17:40,medico,urgenciologo,piso 3 - hospitalizacion,,hospitalaria estandar,False,False
REG-100237,2026-05-01 10:18:15,administrativo,facturacion,area administrativa,CAM-188,camilla de transporte,False,False
REG-100238,2026-05-01 10:18:50,finanzas,contabilidad,uci pediatria,,hospitalaria estandar,True,True
REG-100239,2026-05-01 10:19:25,medico,urgenciologo,pasillo urgencias,CAM-657,camilla,True,False
REG-100240,2026-05-01 10:20:00,medico,pediatra,uci pediatria,CAM-875,cama uci electrica,False,False
REG-100241,2026-05-01 10:20:35,medico,urgenciologo,pasillo urgencias,CAM-282,camilla de transporte,True,False
REG-100242,2026-05-01 10:21:10,finanzas,cirujano general,sala de operaciones,CAM-941,hospitalaria estandar,False,True
REG-100243,2026-05-01 10:21:45,finanzas,tesoreria,urgencias,CAM-885,camilla de transporte,False,False
REG-100244,2026-05-01 10:22:20,medico,urgenciologo,urgencias,CAM-424,cuna pediatrica,False,False
REG-100245,2026-05-01 10:22:55,finanzas,costos e insumos,piso 3 - hospitalizacion,CAM-330,cama uci electrica,False,False
REG-100246,2026-05-01 10:23:30,medico,anestesiologo,uci adultos,CAM-337,camilla de transporte,False,False
REG-100247,2026-05-01 10:24:05,finanzas,tesoreria,atencion prioritaria,CAM-936,cuna pediatrica,False,False
REG-100248,2026-05-01 10:24:40,administrativo,facturacion,sala de operaciones,CAM-941,cama uci electrica,False,False
REG-100249,2026-05-01 10:25:15,medico,urgenciologo,pasillo urgencias,CAM-601,camilla,False,True
REG-100250,2026-05-01 10:25:50,finanzas,costos e insumos,atencion prioritaria,CAM-172,cuna pediatrica,True,False
REG-100251,2026-05-01 10:26:25,administrativo,talento humano,urgencias,,camilla,False,False
REG-100252,2026-05-01 10:27:00,finanzas,tesoreria,piso 3 - hospitalizacion,CAM-111,camilla,True,False
REG-100253,2026-05-01 10:27:35,administrativo,auditoria medica,sala de operaciones,CAM-280,cama uci electrica,False,False
REG-100254,2026-05-01 10:28:10,administrativo,facturacion,pasillo urgencias,CAM-615,cuna pediatrica,False,False
REG-100255,2026-05-01 10:28:45,administrativo,facturacion,piso 3 - hospitalizacion,CAM-692,camilla de transporte,False,False
